/*************************************************
 * Istanza Generata Random
 * N (Incroci) = 70
 * K (Modelli) = 50
 *************************************************/

N = 70;
K = 50;

P = [22, 75, 79, 67, 32, 62, 37, 61, 72, 91, 26, 53, 75, 25, 19, 68, 74, 53, 29, 89, 67, 74, 94, 57, 40, 33, 15, 16, 31, 81, 13, 14, 46, 79, 71, 39, 81, 13, 99, 96, 55, 29, 92, 56, 81, 81, 71, 10, 40, 51];
R = [2, 16, 7, 19, 5, 5, 32, 36, 15, 42, 49, 10, 34, 22, 2, 41, 22, 5, 34, 38, 23, 25, 4, 26, 20, 1, 33, 6, 44, 9, 1, 3, 40, 5, 33, 15, 14, 39, 24, 26, 3, 36, 30, 24, 17, 49, 22, 19, 31, 43];
A = [2, 3, 2, 6, 6, 2, 4, 2, 5, 5, 2, 5, 3, 6, 3, 4, 4, 4, 6, 4, 6, 5, 6, 6, 2, 6, 2, 3, 5, 6, 2, 5, 3, 4, 2, 5, 3, 3, 5, 4, 6, 5, 4, 5, 2, 3, 5, 6, 6, 2];
C = [3.09, 8.26, 3.23, 2.37, 3.67, 8.84, 6.81, 5.47, 4.03, 5.92, 5.72, 6.01, 1.83, 7.76, 4.55, 1.76, 6.31, 7.43, 1.11, 7.6, 9.69, 1.06, 6.2, 7.69, 7.18, 6.03, 9.31, 5.27, 6.98, 6.39, 9.06, 1.42, 3.32, 4.68, 2.2, 5.4, 9.72, 2.14, 9.57, 5.65, 6.13, 4.17, 3.58, 8.11, 4.36, 9.76, 9.58, 8.03, 2.45, 6.33];

M = [
  [0, 43, 21, 92, 27, 4, 41, 29, 78, 46, 47, 29, 22, 41, 30, 46, 73, 38, 99, 12, 71, 91, 37, 74, 59, 3, 16, 43, 57, 80, 24, 4, 15, 28, 35, 22, 46, 76, 10, 7, 30, 25, 47, 38, 14, 45, 42, 57, 14, 92, 44, 26, 57, 72, 62, 76, 43, 35, 28, 31, 18, 45, 99, 51, 10, 78, 65, 2, 48, 46],
  [43, 0, 48, 34, 18, 97, 12, 76, 47, 93, 81, 44, 11, 89, 100, 15, 12, 70, 49, 27, 36, 39, 22, 4, 51, 9, 43, 10, 26, 43, 74, 48, 25, 31, 100, 72, 12, 46, 42, 71, 2, 54, 17, 2, 14, 31, 40, 91, 34, 54, 69, 8, 43, 55, 25, 95, 63, 76, 60, 70, 41, 58, 40, 48, 40, 97, 47, 21, 76, 37],
  [21, 48, 0, 34, 14, 40, 72, 12, 40, 93, 8, 57, 22, 1, 99, 86, 12, 12, 23, 46, 19, 42, 3, 80, 59, 43, 92, 76, 34, 27, 60, 25, 27, 46, 2, 28, 68, 9, 93, 100, 3, 32, 69, 92, 12, 26, 31, 53, 29, 13, 4, 52, 23, 12, 78, 64, 8, 20, 21, 12, 44, 42, 45, 85, 3, 45, 75, 18, 80, 54],
  [92, 34, 34, 0, 30, 29, 18, 20, 23, 39, 79, 19, 75, 22, 36, 88, 92, 1, 31, 25, 47, 21, 98, 25, 86, 33, 61, 25, 6, 24, 73, 78, 52, 1, 4, 85, 22, 54, 76, 71, 81, 90, 83, 21, 22, 77, 54, 93, 94, 62, 40, 81, 4, 68, 93, 49, 12, 9, 20, 7, 71, 2, 31, 65, 19, 22, 81, 2, 3, 14],
  [27, 18, 14, 30, 0, 15, 37, 49, 41, 11, 41, 66, 79, 55, 10, 1, 52, 78, 64, 42, 25, 41, 99, 17, 25, 41, 34, 10, 29, 1, 49, 12, 52, 8, 28, 12, 21, 23, 36, 2, 25, 44, 5, 43, 77, 12, 82, 41, 25, 49, 9, 5, 42, 86, 18, 32, 32, 6, 18, 6, 25, 13, 2, 21, 23, 29, 20, 14, 6, 20],
  [4, 97, 40, 29, 15, 0, 96, 22, 8, 11, 10, 49, 70, 79, 30, 6, 55, 13, 99, 90, 10, 44, 48, 65, 8, 40, 12, 35, 10, 15, 41, 8, 44, 81, 47, 48, 38, 8, 6, 29, 43, 29, 40, 7, 9, 83, 88, 10, 50, 5, 31, 30, 85, 2, 7, 2, 8, 34, 83, 25, 53, 43, 26, 51, 47, 20, 21, 87, 43, 47],
  [41, 12, 72, 18, 37, 96, 0, 81, 88, 46, 68, 42, 28, 9, 48, 99, 25, 45, 13, 35, 22, 6, 40, 17, 40, 19, 11, 57, 55, 80, 57, 64, 37, 10, 96, 77, 11, 1, 49, 6, 6, 2, 22, 16, 13, 20, 4, 46, 30, 40, 39, 4, 39, 16, 84, 11, 97, 46, 9, 87, 83, 17, 27, 76, 67, 29, 45, 7, 60, 93],
  [29, 76, 12, 20, 49, 22, 81, 0, 21, 98, 11, 6, 24, 64, 48, 2, 23, 39, 16, 41, 59, 25, 51, 100, 53, 4, 43, 48, 38, 16, 22, 13, 9, 17, 71, 13, 8, 32, 91, 14, 46, 90, 33, 4, 14, 85, 81, 34, 57, 14, 80, 41, 4, 39, 36, 48, 74, 35, 26, 65, 55, 28, 22, 37, 19, 4, 49, 56, 3, 9],
  [78, 47, 40, 23, 41, 8, 88, 21, 0, 35, 48, 30, 26, 5, 47, 79, 66, 32, 45, 98, 5, 59, 18, 37, 44, 3, 47, 87, 37, 4, 30, 10, 76, 27, 26, 21, 49, 9, 34, 88, 17, 49, 19, 52, 26, 17, 1, 99, 35, 76, 39, 78, 60, 5, 38, 31, 20, 13, 32, 54, 67, 100, 83, 12, 69, 42, 48, 52, 8, 2],
  [46, 93, 93, 39, 11, 11, 46, 98, 35, 0, 3, 59, 37, 76, 14, 33, 57, 27, 21, 98, 16, 19, 12, 10, 45, 44, 82, 20, 10, 49, 8, 23, 15, 45, 5, 17, 68, 44, 7, 20, 95, 90, 36, 9, 30, 25, 88, 95, 71, 71, 76, 29, 31, 28, 29, 68, 25, 73, 83, 95, 44, 12, 46, 75, 36, 38, 92, 30, 30, 41],
  [47, 81, 8, 79, 41, 10, 68, 11, 48, 3, 0, 29, 85, 11, 6, 78, 57, 17, 18, 10, 45, 92, 90, 54, 48, 37, 44, 3, 18, 37, 46, 32, 67, 4, 68, 20, 86, 91, 10, 85, 43, 42, 47, 15, 22, 38, 33, 34, 17, 31, 42, 94, 14, 70, 27, 31, 18, 72, 90, 76, 100, 33, 21, 9, 41, 39, 2, 61, 28, 36],
  [29, 44, 57, 19, 66, 49, 42, 6, 30, 59, 29, 0, 33, 50, 81, 10, 37, 36, 40, 38, 4, 82, 27, 29, 99, 11, 5, 10, 56, 7, 96, 74, 21, 96, 22, 29, 61, 9, 22, 25, 31, 93, 16, 18, 28, 6, 5, 17, 5, 34, 12, 28, 85, 65, 32, 5, 38, 82, 4, 47, 86, 14, 28, 77, 16, 16, 38, 22, 64, 68],
  [22, 11, 22, 75, 79, 70, 28, 24, 26, 37, 85, 33, 0, 94, 22, 40, 38, 77, 26, 78, 34, 58, 28, 71, 10, 79, 11, 52, 8, 25, 25, 26, 29, 44, 48, 88, 29, 37, 98, 48, 31, 72, 12, 86, 49, 55, 54, 41, 27, 59, 13, 11, 20, 26, 3, 2, 22, 9, 45, 23, 31, 29, 11, 24, 36, 32, 44, 14, 43, 24],
  [41, 89, 1, 22, 55, 79, 9, 64, 5, 76, 11, 50, 94, 0, 39, 7, 8, 25, 97, 30, 41, 44, 40, 76, 74, 35, 2, 26, 17, 5, 33, 46, 80, 38, 31, 83, 35, 78, 24, 1, 28, 1, 27, 41, 38, 12, 70, 47, 89, 30, 82, 75, 20, 32, 33, 11, 14, 48, 26, 44, 28, 30, 33, 3, 48, 96, 16, 99, 2, 58],
  [30, 100, 99, 36, 10, 30, 48, 48, 47, 14, 6, 81, 22, 39, 0, 21, 30, 21, 24, 86, 14, 81, 48, 20, 62, 71, 4, 45, 46, 41, 2, 3, 71, 43, 6, 10, 6, 21, 74, 48, 59, 54, 8, 19, 21, 85, 4, 35, 38, 1, 59, 18, 31, 18, 40, 23, 67, 15, 11, 81, 3, 3, 15, 68, 87, 95, 40, 3, 24, 41],
  [46, 15, 86, 88, 1, 6, 99, 2, 79, 33, 78, 10, 40, 7, 21, 0, 21, 65, 15, 49, 90, 94, 25, 41, 34, 52, 60, 22, 19, 99, 28, 39, 14, 31, 96, 45, 12, 1, 45, 29, 32, 21, 39, 5, 26, 81, 21, 3, 29, 26, 71, 24, 13, 38, 98, 32, 29, 6, 20, 19, 56, 34, 28, 79, 27, 40, 39, 81, 44, 53],
  [73, 12, 12, 92, 52, 55, 25, 23, 66, 57, 57, 37, 38, 8, 30, 21, 0, 86, 9, 31, 6, 74, 17, 50, 27, 34, 56, 55, 44, 5, 55, 29, 9, 92, 59, 60, 49, 41, 11, 42, 72, 1, 32, 16, 8, 24, 19, 97, 13, 10, 28, 64, 31, 11, 83, 23, 64, 23, 11, 30, 26, 46, 8, 6, 19, 77, 60, 21, 26, 10],
  [38, 70, 12, 1, 78, 13, 45, 39, 32, 27, 17, 36, 77, 25, 21, 65, 86, 0, 12, 32, 42, 18, 1, 39, 41, 6, 38, 85, 87, 87, 2, 16, 87, 81, 9, 22, 12, 5, 32, 100, 69, 13, 57, 78, 46, 59, 96, 39, 18, 45, 1, 27, 76, 29, 35, 35, 24, 78, 1, 36, 94, 8, 35, 37, 32, 71, 27, 11, 48, 16],
  [99, 49, 23, 31, 64, 99, 13, 16, 45, 21, 18, 40, 26, 97, 24, 15, 9, 12, 0, 34, 34, 1, 80, 12, 29, 72, 25, 2, 36, 69, 19, 65, 63, 44, 23, 32, 5, 37, 20, 20, 38, 18, 41, 41, 14, 44, 92, 35, 100, 49, 34, 48, 58, 91, 53, 48, 48, 42, 34, 49, 19, 6, 2, 80, 46, 46, 43, 74, 8, 57],
  [12, 27, 46, 25, 42, 90, 35, 41, 98, 98, 10, 38, 78, 30, 86, 49, 31, 32, 34, 0, 15, 5, 88, 37, 17, 65, 39, 100, 32, 6, 96, 82, 44, 9, 10, 34, 4, 8, 50, 1, 42, 51, 24, 46, 6, 80, 5, 75, 58, 17, 59, 73, 46, 45, 13, 91, 6, 40, 85, 33, 32, 40, 77, 12, 61, 18, 31, 5, 56, 95],
  [71, 36, 19, 47, 25, 10, 22, 59, 5, 16, 45, 4, 34, 41, 14, 90, 6, 42, 34, 15, 0, 3, 52, 81, 38, 19, 49, 30, 22, 23, 16, 50, 4, 61, 78, 42, 7, 90, 36, 20, 28, 3, 12, 4, 12, 62, 48, 30, 61, 31, 64, 49, 9, 46, 65, 48, 35, 41, 15, 22, 74, 52, 37, 45, 7, 16, 21, 11, 5, 48],
  [91, 39, 42, 21, 41, 44, 6, 25, 59, 19, 92, 82, 58, 44, 81, 94, 74, 18, 1, 5, 3, 0, 94, 72, 23, 79, 31, 97, 12, 34, 6, 29, 25, 49, 2, 88, 19, 47, 6, 52, 87, 71, 69, 16, 25, 33, 14, 82, 66, 75, 37, 42, 69, 75, 40, 97, 27, 39, 23, 26, 35, 30, 23, 19, 8, 47, 23, 91, 46, 86],
  [37, 22, 3, 98, 99, 48, 40, 51, 18, 12, 90, 27, 28, 40, 48, 25, 17, 1, 80, 88, 52, 94, 0, 76, 32, 11, 53, 66, 28, 32, 47, 39, 9, 38, 42, 98, 15, 66, 26, 52, 19, 46, 37, 24, 10, 8, 1, 28, 31, 20, 50, 8, 75, 62, 5, 16, 52, 84, 46, 49, 19, 74, 6, 54, 8, 14, 22, 27, 52, 15],
  [74, 4, 80, 25, 17, 65, 17, 100, 37, 10, 54, 29, 71, 76, 20, 41, 50, 39, 12, 37, 81, 72, 76, 0, 19, 58, 40, 1, 39, 40, 34, 29, 13, 4, 3, 63, 100, 97, 48, 68, 21, 87, 4, 53, 95, 21, 15, 43, 10, 33, 52, 14, 99, 44, 42, 78, 92, 70, 11, 62, 44, 13, 65, 80, 28, 81, 81, 60, 39, 92],
  [59, 51, 59, 86, 25, 8, 40, 53, 44, 45, 48, 99, 10, 74, 62, 34, 27, 41, 29, 17, 38, 23, 32, 19, 0, 1, 26, 74, 14, 6, 25, 5, 41, 32, 21, 94, 18, 37, 98, 61, 6, 57, 18, 25, 18, 52, 87, 11, 4, 95, 61, 64, 21, 30, 6, 10, 11, 3, 39, 22, 49, 33, 25, 10, 92, 5, 58, 39, 16, 40],
  [3, 9, 43, 33, 41, 40, 19, 4, 3, 44, 37, 11, 79, 35, 71, 52, 34, 6, 72, 65, 19, 79, 11, 58, 1, 0, 90, 58, 20, 56, 30, 4, 65, 44, 75, 8, 32, 33, 46, 57, 32, 77, 61, 32, 94, 50, 16, 90, 33, 41, 36, 89, 11, 48, 95, 25, 24, 11, 100, 70, 32, 28, 8, 2, 49, 94, 3, 79, 31, 48],
  [16, 43, 92, 61, 34, 12, 11, 43, 47, 82, 44, 5, 11, 2, 4, 60, 56, 38, 25, 39, 49, 31, 53, 40, 26, 90, 0, 12, 16, 20, 9, 14, 25, 42, 43, 94, 27, 66, 72, 91, 66, 95, 18, 16, 91, 34, 34, 32, 47, 39, 25, 6, 92, 67, 45, 54, 95, 41, 27, 38, 29, 44, 25, 33, 63, 44, 27, 93, 73, 59],
  [43, 10, 76, 25, 10, 35, 57, 48, 87, 20, 3, 10, 52, 26, 45, 22, 55, 85, 2, 100, 30, 97, 66, 1, 74, 58, 12, 0, 14, 28, 11, 40, 66, 31, 87, 99, 28, 82, 33, 45, 29, 95, 59, 10, 11, 63, 27, 21, 82, 95, 1, 18, 7, 22, 26, 69, 8, 70, 38, 21, 8, 13, 35, 36, 87, 36, 50, 39, 57, 40],
  [57, 26, 34, 6, 29, 10, 55, 38, 37, 10, 18, 56, 8, 17, 46, 19, 44, 87, 36, 32, 22, 12, 28, 39, 14, 20, 16, 14, 0, 99, 30, 41, 21, 1, 75, 51, 46, 16, 77, 14, 9, 5, 20, 20, 3, 16, 58, 30, 4, 27, 4, 92, 22, 26, 6, 21, 33, 66, 7, 42, 34, 2, 43, 22, 73, 61, 35, 48, 80, 8],
  [80, 43, 27, 24, 1, 15, 80, 16, 4, 49, 37, 7, 25, 5, 41, 99, 5, 87, 69, 6, 23, 34, 32, 40, 6, 56, 20, 28, 99, 0, 36, 100, 10, 2, 45, 46, 19, 34, 24, 63, 2, 12, 26, 21, 64, 33, 31, 52, 33, 11, 32, 7, 4, 32, 86, 23, 3, 40, 39, 46, 17, 99, 82, 17, 40, 10, 19, 78, 36, 100],
  [24, 74, 60, 73, 49, 41, 57, 22, 30, 8, 46, 96, 25, 33, 2, 28, 55, 2, 19, 96, 16, 6, 47, 34, 25, 30, 9, 11, 30, 36, 0, 13, 16, 1, 19, 57, 88, 36, 44, 37, 97, 11, 8, 42, 14, 84, 19, 27, 68, 7, 26, 20, 85, 3, 81, 16, 14, 35, 40, 12, 22, 26, 49, 94, 58, 52, 14, 81, 35, 26],
