/*************************************************
 * Istanza Generata Random
 * N (Incroci) = 260
 * K (Modelli) = 5
 *************************************************/

N = 260;
K = 5;

P = [60, 87, 59, 32, 77];
R = [20, 40, 20, 46, 37];
A = [6, 3, 4, 4, 6];
C = [2.86, 6.47, 5.81, 4.38, 5.29];

M = [
  [0, 43, 22, 18, 13, 55, 71, 50, 36, 74, 87, 2, 37, 37, 24, 19, 40, 100, 48, 54, 2, 31, 34, 47, 62, 32, 75, 41, 25, 4, 5, 79, 37, 41, 97, 10, 53, 36, 70, 42, 75, 56, 46, 3, 34, 35, 49, 26, 12, 14, 14, 56, 10, 14, 55, 15, 47, 36, 61, 14, 2, 13, 50, 33, 2, 9, 32, 45, 37, 99, 33, 47, 24, 8, 32, 27, 13, 84, 32, 1, 27, 59, 26, 9, 92, 96, 1, 5, 93, 29, 80, 26, 42, 61, 42, 62, 65, 54, 26, 92, 20, 25, 30, 75, 7, 55, 2, 97, 37, 72, 50, 15, 36, 90, 56, 87, 44, 83, 79, 53, 39, 45, 35, 28, 71, 49, 41, 52, 19, 33, 59, 100, 45, 36, 5, 18, 65, 33, 30, 49, 60, 43, 30, 9, 20, 8, 16, 17, 3, 32, 22, 9, 40, 31, 3, 22, 51, 10, 86, 38, 49, 10, 45, 5, 25, 33, 71, 49, 39, 17, 25, 11, 39, 4, 74, 53, 41, 40, 49, 99, 88, 16, 62, 48, 48, 18, 27, 17, 56, 38, 15, 28, 13, 84, 24, 9, 85, 89, 33, 37, 13, 51, 18, 22, 30, 22, 57, 28, 32, 43, 37, 19, 14, 61, 11, 87, 9, 40, 98, 3, 79, 21, 37, 36, 11, 6, 40, 55, 2, 78, 84, 43, 49, 9, 91, 46, 13, 27, 16, 45, 46, 46, 43, 1, 14, 55, 28, 16, 17, 82, 27, 13, 22, 88, 13, 44, 41, 35, 22, 82],
  [43, 0, 17, 19, 3, 97, 19, 23, 92, 3, 41, 2, 62, 80, 17, 95, 21, 35, 36, 22, 95, 98, 8, 75, 16, 22, 73, 38, 29, 4, 46, 34, 58, 100, 3, 44, 63, 93, 73, 21, 32, 23, 49, 34, 32, 28, 75, 38, 12, 30, 5, 29, 91, 32, 34, 65, 44, 71, 45, 3, 15, 21, 30, 56, 58, 68, 89, 66, 38, 25, 94, 35, 14, 37, 40, 35, 1, 60, 39, 14, 87, 74, 71, 77, 18, 46, 33, 29, 16, 83, 21, 75, 40, 17, 17, 2, 49, 77, 13, 32, 31, 7, 68, 28, 78, 14, 11, 47, 29, 21, 49, 41, 27, 17, 7, 85, 100, 12, 52, 84, 27, 29, 47, 70, 6, 89, 20, 6, 73, 38, 41, 42, 72, 69, 57, 18, 84, 13, 36, 15, 11, 60, 81, 72, 8, 71, 12, 29, 1, 89, 8, 47, 42, 49, 81, 56, 21, 75, 16, 48, 36, 45, 13, 6, 5, 33, 30, 97, 89, 3, 18, 68, 8, 74, 32, 41, 13, 59, 16, 31, 94, 55, 95, 24, 68, 19, 11, 96, 36, 14, 36, 39, 64, 60, 90, 10, 10, 63, 6, 87, 46, 23, 87, 53, 50, 22, 27, 25, 79, 52, 6, 10, 20, 19, 45, 68, 49, 55, 53, 34, 51, 29, 28, 20, 28, 51, 33, 93, 100, 26, 16, 17, 6, 22, 41, 58, 60, 22, 40, 48, 12, 79, 23, 6, 73, 14, 59, 21, 14, 90, 23, 26, 17, 14, 6, 22, 89, 20, 63, 88],
  [22, 17, 0, 9, 40, 41, 10, 98, 1, 19, 75, 33, 12, 41, 11, 46, 88, 91, 5, 11, 65, 20, 11, 46, 12, 66, 87, 54, 12, 9, 47, 73, 61, 41, 20, 76, 49, 32, 19, 40, 58, 43, 93, 23, 68, 100, 41, 56, 67, 7, 33, 37, 10, 5, 55, 6, 70, 57, 23, 93, 41, 92, 38, 59, 32, 24, 86, 60, 46, 30, 26, 9, 20, 13, 45, 80, 97, 14, 24, 18, 12, 47, 37, 30, 36, 25, 55, 25, 62, 30, 82, 93, 80, 22, 14, 13, 9, 19, 62, 7, 59, 9, 46, 36, 62, 62, 47, 89, 31, 96, 27, 37, 86, 33, 32, 48, 27, 4, 24, 63, 10, 28, 47, 100, 4, 15, 64, 96, 45, 18, 28, 49, 69, 8, 5, 10, 26, 4, 94, 75, 11, 31, 50, 27, 92, 49, 46, 25, 4, 13, 10, 93, 30, 20, 1, 25, 26, 65, 96, 81, 16, 22, 82, 39, 62, 73, 53, 45, 85, 47, 38, 51, 29, 32, 13, 2, 69, 49, 50, 46, 10, 37, 73, 44, 68, 36, 6, 46, 29, 2, 39, 91, 38, 19, 49, 32, 20, 47, 9, 13, 22, 22, 6, 76, 89, 45, 67, 76, 18, 24, 8, 17, 5, 38, 37, 95, 75, 30, 37, 47, 25, 36, 49, 32, 39, 91, 3, 92, 34, 27, 39, 85, 87, 83, 45, 7, 4, 73, 17, 3, 45, 31, 73, 58, 62, 44, 61, 41, 44, 28, 16, 61, 49, 32, 6, 26, 9, 99, 97, 42],
  [18, 19, 9, 0, 65, 23, 63, 93, 1, 96, 100, 3, 5, 91, 44, 32, 89, 75, 77, 8, 96, 33, 60, 84, 45, 34, 8, 30, 24, 60, 3, 71, 41, 38, 34, 3, 6, 42, 9, 38, 29, 18, 44, 1, 31, 13, 17, 47, 5, 75, 33, 43, 90, 39, 14, 53, 16, 21, 77, 47, 36, 33, 21, 12, 13, 87, 54, 89, 31, 47, 74, 81, 8, 17, 29, 22, 18, 17, 44, 6, 6, 75, 6, 53, 18, 15, 35, 57, 56, 48, 39, 11, 28, 83, 22, 28, 12, 4, 51, 43, 59, 51, 33, 38, 46, 41, 70, 75, 5, 100, 21, 36, 63, 30, 14, 88, 66, 37, 29, 71, 41, 18, 72, 20, 48, 22, 7, 35, 34, 73, 11, 86, 79, 13, 7, 33, 24, 33, 13, 50, 40, 30, 38, 63, 5, 50, 60, 84, 84, 27, 22, 25, 15, 25, 2, 63, 17, 50, 47, 95, 9, 72, 9, 29, 8, 35, 1, 5, 25, 46, 30, 4, 45, 31, 44, 38, 27, 16, 34, 100, 37, 49, 12, 9, 94, 8, 5, 56, 27, 37, 3, 40, 81, 34, 4, 7, 14, 4, 44, 92, 49, 76, 34, 48, 5, 3, 91, 34, 80, 34, 43, 6, 91, 39, 11, 5, 8, 34, 5, 14, 42, 90, 83, 55, 5, 92, 39, 3, 65, 33, 15, 43, 45, 74, 4, 82, 27, 5, 34, 10, 55, 11, 8, 80, 26, 36, 28, 54, 46, 83, 45, 18, 32, 11, 99, 40, 51, 87, 48, 9],
  [13, 3, 40, 65, 0, 13, 11, 6, 38, 61, 49, 40, 64, 28, 91, 79, 74, 40, 21, 1, 100, 46, 86, 96, 79, 11, 40, 15, 8, 54, 91, 32, 88, 24, 39, 13, 60, 92, 89, 42, 4, 91, 63, 37, 11, 80, 25, 27, 36, 89, 19, 82, 8, 38, 8, 88, 92, 12, 20, 63, 34, 65, 58, 54, 46, 92, 9, 21, 99, 66, 49, 7, 19, 4, 7, 63, 10, 48, 57, 74, 89, 29, 35, 22, 4, 34, 90, 20, 39, 31, 47, 10, 42, 1, 77, 19, 6, 80, 23, 79, 64, 5, 40, 48, 2, 6, 46, 59, 100, 6, 4, 78, 54, 27, 88, 18, 37, 77, 45, 29, 6, 83, 43, 1, 75, 35, 5, 23, 91, 74, 43, 60, 76, 1, 70, 47, 33, 32, 98, 20, 49, 35, 11, 39, 4, 3, 56, 48, 81, 43, 11, 50, 47, 49, 57, 67, 18, 20, 35, 58, 33, 6, 85, 50, 40, 24, 20, 45, 4, 48, 31, 5, 92, 83, 39, 28, 38, 45, 74, 37, 30, 66, 52, 31, 61, 47, 60, 24, 16, 32, 49, 46, 11, 65, 5, 46, 35, 48, 27, 86, 66, 48, 14, 25, 12, 81, 63, 24, 24, 85, 90, 27, 3, 65, 95, 100, 5, 34, 33, 17, 29, 1, 41, 27, 24, 35, 11, 25, 26, 97, 38, 38, 36, 9, 4, 24, 80, 45, 45, 31, 4, 49, 50, 78, 36, 41, 6, 12, 25, 14, 36, 71, 4, 16, 49, 10, 8, 38, 95, 46],
  [55, 97, 41, 23, 13, 0, 58, 96, 19, 13, 9, 23, 28, 66, 30, 49, 82, 4, 39, 92, 43, 44, 21, 26, 31, 13, 46, 16, 4, 64, 26, 18, 26, 18, 46, 31, 5, 100, 87, 31, 18, 87, 21, 9, 30, 49, 9, 11, 35, 8, 12, 10, 37, 83, 48, 80, 99, 26, 83, 67, 52, 1, 59, 1, 9, 4, 1, 1, 14, 38, 52, 38, 23, 21, 69, 26, 68, 57, 83, 73, 15, 35, 15, 38, 76, 27, 15, 77, 64, 47, 25, 97, 4, 49, 19, 37, 3, 65, 50, 28, 70, 28, 79, 52, 20, 33, 16, 40, 44, 25, 84, 7, 48, 29, 11, 12, 48, 28, 18, 5, 59, 89, 30, 36, 18, 31, 4, 37, 53, 56, 59, 57, 21, 31, 92, 7, 23, 38, 95, 44, 74, 36, 11, 43, 39, 81, 4, 11, 30, 46, 83, 7, 88, 90, 93, 21, 15, 40, 30, 22, 90, 16, 59, 8, 26, 94, 16, 83, 82, 71, 29, 95, 91, 11, 51, 41, 41, 14, 36, 63, 49, 67, 6, 45, 14, 15, 16, 7, 34, 74, 18, 18, 19, 82, 46, 34, 13, 30, 77, 32, 98, 21, 24, 75, 22, 68, 25, 66, 57, 11, 82, 13, 82, 45, 71, 21, 97, 38, 12, 18, 35, 60, 14, 21, 29, 8, 24, 10, 83, 8, 59, 100, 32, 74, 38, 30, 16, 14, 52, 41, 74, 36, 99, 63, 1, 39, 90, 64, 10, 17, 38, 58, 54, 55, 81, 16, 65, 23, 19, 23],
  [71, 19, 10, 63, 11, 58, 0, 29, 27, 32, 14, 39, 39, 87, 36, 41, 43, 54, 22, 1, 95, 2, 45, 26, 38, 52, 73, 93, 47, 51, 99, 39, 24, 14, 99, 37, 32, 47, 24, 66, 76, 96, 4, 45, 89, 40, 26, 12, 60, 32, 95, 67, 3, 17, 31, 77, 18, 58, 47, 44, 99, 18, 26, 10, 1, 90, 25, 35, 66, 36, 36, 55, 21, 37, 23, 12, 92, 22, 49, 32, 27, 18, 40, 18, 35, 3, 76, 97, 58, 99, 43, 7, 87, 20, 51, 2, 28, 35, 4, 28, 55, 71, 33, 49, 5, 38, 98, 46, 47, 11, 70, 15, 12, 14, 75, 5, 37, 21, 54, 9, 4, 33, 39, 33, 48, 97, 45, 11, 90, 37, 97, 47, 37, 48, 23, 72, 32, 35, 37, 67, 7, 24, 83, 29, 64, 68, 43, 89, 8, 39, 81, 49, 52, 34, 10, 7, 59, 78, 45, 50, 27, 95, 83, 3, 25, 32, 13, 23, 25, 22, 3, 25, 23, 93, 35, 14, 19, 83, 31, 43, 35, 36, 37, 5, 49, 33, 28, 31, 6, 13, 38, 29, 28, 18, 85, 97, 17, 70, 14, 96, 32, 16, 17, 49, 26, 55, 42, 22, 45, 88, 45, 59, 43, 27, 80, 12, 39, 3, 3, 38, 91, 6, 7, 27, 41, 21, 81, 71, 38, 16, 25, 2, 23, 10, 52, 38, 3, 47, 9, 11, 45, 16, 12, 40, 7, 74, 99, 60, 67, 65, 66, 65, 39, 41, 25, 10, 44, 37, 40, 1],
  [50, 23, 98, 93, 6, 96, 29, 0, 6, 1, 20, 57, 9, 30, 29, 78, 32, 65, 12, 31, 85, 8, 46, 81, 42, 83, 93, 27, 7, 59, 45, 32, 62, 30, 18, 7, 41, 33, 8, 5, 81, 40, 23, 37, 26, 18, 77, 24, 84, 78, 53, 81, 19, 12, 66, 40, 86, 52, 7, 1, 94, 38, 12, 6, 64, 84, 64, 5, 47, 20, 30, 95, 95, 29, 26, 47, 93, 6, 19, 65, 31, 45, 32, 7, 36, 30, 18, 42, 48, 7, 45, 70, 26, 85, 98, 63, 79, 47, 14, 34, 36, 37, 79, 25, 35, 67, 33, 11, 46, 29, 2, 48, 38, 28, 47, 8, 49, 6, 13, 27, 5, 4, 22, 9, 43, 30, 40, 1, 68, 45, 96, 8, 4, 50, 18, 23, 93, 2, 53, 76, 46, 7, 8, 47, 46, 24, 77, 90, 6, 77, 58, 30, 40, 32, 30, 29, 58, 37, 77, 60, 80, 25, 43, 18, 44, 51, 48, 45, 21, 79, 59, 49, 30, 32, 25, 40, 33, 56, 79, 22, 32, 3, 95, 87, 39, 6, 28, 59, 35, 64, 100, 93, 35, 15, 13, 6, 44, 21, 18, 17, 36, 78, 87, 30, 55, 40, 15, 29, 91, 86, 92, 68, 22, 47, 1, 33, 49, 72, 27, 5, 19, 51, 40, 55, 36, 56, 29, 27, 72, 28, 92, 20, 86, 27, 47, 8, 87, 41, 36, 71, 5, 78, 16, 30, 3, 45, 44, 41, 45, 35, 71, 35, 49, 14, 34, 51, 37, 93, 44, 2],
  [36, 92, 1, 1, 38, 19, 27, 6, 0, 17, 66, 27, 85, 8, 37, 45, 100, 74, 6, 85, 77, 4, 87, 46, 1, 23, 21, 6, 53, 34, 73, 37, 7, 9, 9, 33, 6, 90, 30, 30, 19, 1, 18, 37, 23, 11, 54, 28, 45, 28, 85, 92, 15, 24, 27, 84, 42, 58, 14, 41, 27, 50, 42, 95, 1, 16, 69, 18, 42, 38, 7, 1, 76, 36, 14, 85, 85, 14, 24, 48, 12, 31, 13, 78, 7, 84, 10, 36, 21, 44, 55, 34, 3, 8, 32, 8, 12, 100, 21, 26, 43, 75, 52, 6, 23, 43, 33, 9, 41, 43, 28, 5, 48, 24, 3, 4, 85, 51, 49, 15, 9, 43, 39, 25, 7, 31, 45, 81, 26, 45, 41, 77, 42, 48, 30, 4, 94, 34, 44, 23, 39, 5, 20, 93, 25, 5, 17, 42, 43, 46, 21, 77, 60, 25, 30, 55, 10, 69, 41, 42, 31, 71, 3, 11, 19, 83, 48, 49, 32, 17, 20, 35, 100, 75, 16, 40, 53, 44, 82, 20, 11, 30, 43, 92, 56, 14, 6, 11, 48, 37, 97, 17, 3, 10, 100, 46, 31, 30, 47, 49, 8, 55, 3, 25, 28, 51, 1, 43, 18, 90, 5, 7, 1, 49, 14, 68, 38, 31, 99, 32, 75, 34, 88, 46, 68, 19, 98, 39, 4, 71, 23, 66, 47, 78, 33, 96, 69, 27, 18, 35, 10, 20, 11, 15, 41, 4, 18, 7, 33, 5, 15, 59, 24, 31, 88, 11, 63, 42, 60, 29],
  [74, 3, 19, 96, 61, 13, 32, 1, 17, 0, 12, 31, 23, 10, 2, 12, 99, 99, 58, 80, 44, 6, 75, 1, 42, 46, 96, 36, 15, 47, 7, 25, 72, 69, 81, 22, 3, 18, 7, 4, 22, 49, 67, 93, 18, 16, 79, 45, 74, 59, 8, 26, 22, 40, 47, 28, 84, 11, 86, 5, 31, 36, 69, 74, 49, 18, 5, 3, 54, 74, 10, 6, 68, 60, 53, 99, 4, 34, 12, 23, 13, 11, 12, 13, 96, 28, 1, 77, 31, 44, 10, 33, 82, 49, 92, 20, 15, 36, 54, 36, 20, 3, 46, 58, 45, 3, 75, 19, 90, 35, 33, 35, 19, 34, 50, 60, 81, 84, 47, 3, 77, 45, 26, 20, 4, 32, 21, 44, 24, 42, 27, 12, 11, 30, 13, 32, 18, 86, 48, 44, 30, 38, 31, 1, 34, 6, 61, 49, 31, 49, 90, 38, 14, 19, 9, 92, 65, 2, 28, 16, 35, 2, 17, 82, 20, 71, 16, 39, 88, 7, 6, 62, 21, 58, 5, 10, 33, 7, 54, 56, 100, 18, 42, 41, 73, 1, 30, 4, 12, 21, 2, 35, 38, 39, 64, 37, 85, 37, 35, 7, 89, 29, 42, 30, 11, 16, 6, 27, 25, 44, 22, 46, 46, 24, 42, 83, 99, 51, 47, 30, 67, 55, 11, 11, 48, 26, 49, 72, 16, 90, 3, 49, 46, 44, 7, 13, 33, 16, 39, 58, 16, 4, 36, 53, 34, 38, 87, 73, 1, 46, 23, 13, 76, 51, 36, 42, 41, 19, 22, 68],
