/*************************************************
 * Istanza Generata Random
 * N (Incroci) = 60
 * K (Modelli) = 40
 *************************************************/

N = 60;
K = 40;

P = [88, 66, 34, 89, 49, 13, 71, 12, 32, 67, 23, 72, 47, 33, 82, 86, 37, 27, 100, 24, 84, 10, 43, 75, 86, 25, 55, 95, 98, 73, 82, 16, 88, 33, 49, 99, 21, 63, 98, 69];
R = [42, 26, 6, 13, 19, 38, 41, 14, 8, 45, 19, 49, 36, 22, 8, 10, 17, 40, 5, 21, 46, 41, 27, 14, 11, 9, 27, 6, 12, 43, 5, 24, 23, 27, 25, 26, 10, 26, 46, 14];
A = [3, 5, 3, 3, 6, 6, 4, 3, 3, 4, 6, 4, 5, 2, 6, 4, 5, 6, 3, 3, 4, 6, 2, 5, 3, 3, 5, 2, 3, 6, 4, 3, 2, 4, 6, 5, 5, 6, 5, 3];
C = [4.72, 6.29, 6.53, 4.61, 6.55, 8.79, 5.2, 2.0, 9.22, 3.38, 8.52, 8.39, 7.28, 2.32, 4.93, 4.45, 7.85, 4.98, 8.27, 3.66, 6.68, 6.62, 2.31, 2.16, 8.72, 5.33, 8.63, 6.16, 3.82, 3.53, 1.06, 1.61, 9.33, 9.66, 6.0, 7.79, 8.24, 1.21, 4.3, 2.84];

M = [
  [0, 53, 60, 85, 6, 33, 42, 31, 75, 23, 24, 72, 63, 34, 7, 27, 73, 99, 80, 77, 25, 5, 83, 49, 71, 19, 76, 79, 9, 15, 4, 37, 1, 61, 31, 1, 78, 77, 67, 18, 9, 39, 3, 2, 1, 73, 4, 14, 37, 22, 34, 67, 12, 55, 48, 77, 47, 41, 17, 37],
  [53, 0, 16, 32, 32, 49, 12, 23, 68, 8, 12, 91, 1, 45, 9, 26, 40, 36, 9, 55, 90, 28, 19, 15, 32, 90, 2, 30, 49, 98, 44, 60, 38, 86, 39, 3, 7, 73, 45, 52, 56, 34, 47, 57, 99, 10, 26, 8, 42, 11, 84, 12, 18, 80, 9, 29, 1, 58, 47, 10],
  [60, 16, 0, 68, 43, 61, 26, 17, 64, 40, 20, 27, 75, 9, 15, 39, 21, 81, 39, 5, 35, 6, 20, 70, 65, 90, 49, 55, 10, 65, 63, 16, 38, 75, 61, 47, 33, 4, 78, 23, 37, 28, 13, 62, 77, 59, 39, 10, 17, 32, 28, 78, 5, 42, 7, 20, 25, 40, 8, 75],
  [85, 32, 68, 0, 14, 22, 28, 72, 54, 74, 39, 1, 80, 50, 16, 81, 1, 46, 79, 2, 36, 8, 35, 6, 75, 60, 62, 81, 13, 62, 9, 38, 14, 75, 14, 26, 80, 93, 28, 63, 16, 37, 66, 21, 40, 14, 70, 45, 26, 17, 21, 41, 70, 63, 58, 36, 68, 99, 2, 24],
  [6, 32, 43, 14, 0, 48, 97, 84, 61, 40, 86, 80, 49, 9, 19, 19, 65, 37, 57, 39, 19, 69, 7, 54, 69, 9, 13, 97, 17, 36, 30, 7, 76, 19, 64, 44, 50, 84, 25, 44, 98, 6, 9, 4, 46, 97, 49, 59, 96, 11, 22, 5, 23, 28, 67, 82, 79, 46, 61, 29],
  [33, 49, 61, 22, 48, 0, 63, 49, 33, 22, 68, 51, 39, 1, 77, 28, 93, 28, 26, 33, 96, 98, 4, 30, 76, 100, 35, 16, 34, 87, 18, 81, 42, 1, 16, 5, 76, 9, 35, 18, 26, 63, 70, 17, 80, 51, 60, 31, 41, 42, 62, 2, 93, 41, 94, 41, 77, 18, 74, 74],
  [42, 12, 26, 28, 97, 63, 0, 93, 29, 91, 1, 2, 28, 30, 47, 17, 9, 54, 78, 19, 46, 47, 10, 42, 50, 33, 48, 41, 52, 92, 61, 20, 12, 82, 74, 28, 16, 13, 2, 2, 66, 78, 26, 3, 47, 96, 67, 10, 35, 35, 39, 26, 24, 37, 46, 23, 34, 60, 37, 44],
  [31, 23, 17, 72, 84, 49, 93, 0, 49, 21, 7, 60, 50, 31, 87, 49, 56, 58, 47, 29, 43, 73, 51, 25, 95, 19, 40, 21, 29, 3, 5, 47, 29, 3, 91, 96, 27, 54, 75, 34, 14, 5, 89, 28, 42, 5, 44, 85, 29, 51, 30, 13, 72, 72, 87, 86, 41, 26, 26, 69],
  [75, 68, 64, 54, 61, 33, 29, 49, 0, 1, 43, 83, 35, 57, 22, 28, 33, 44, 91, 55, 10, 77, 95, 35, 24, 3, 38, 98, 72, 35, 2, 11, 46, 1, 36, 73, 17, 38, 43, 32, 7, 44, 34, 50, 37, 48, 88, 64, 7, 39, 92, 22, 16, 18, 17, 76, 97, 23, 22, 14],
  [23, 8, 40, 74, 40, 22, 91, 21, 1, 0, 17, 5, 17, 27, 48, 50, 14, 84, 33, 9, 60, 37, 39, 31, 42, 42, 33, 44, 17, 68, 11, 17, 33, 50, 82, 29, 11, 9, 15, 93, 47, 15, 35, 38, 20, 21, 9, 89, 99, 11, 52, 5, 35, 19, 69, 63, 35, 32, 31, 7],
