/*************************************************
 * Istanza Generata Random
 * N (Incroci) = 40
 * K (Modelli) = 20
 *************************************************/

N = 40;
K = 20;

P = [73, 77, 77, 74, 31, 22, 100, 24, 12, 66, 97, 82, 70, 13, 46, 28, 93, 60, 65, 50];
R = [5, 6, 47, 14, 11, 30, 48, 19, 7, 18, 33, 12, 8, 35, 30, 43, 19, 34, 20, 46];
A = [5, 6, 3, 4, 3, 2, 3, 3, 6, 5, 2, 2, 3, 2, 5, 5, 3, 6, 2, 2];
C = [5.12, 9.87, 2.76, 6.07, 7.54, 3.46, 9.27, 2.82, 3.26, 4.76, 6.33, 4.47, 5.19, 2.2, 3.14, 4.09, 3.13, 1.91, 9.1, 1.38];

M = [
  [0, 25, 17, 42, 59, 23, 6, 88, 27, 7, 67, 96, 66, 47, 56, 44, 13, 18, 13, 31, 19, 38, 5, 30, 28, 64, 10, 10, 32, 48, 92, 46, 74, 88, 38, 40, 7, 21, 90, 22],
  [25, 0, 32, 9, 10, 4, 36, 19, 11, 38, 28, 10, 45, 17, 9, 19, 42, 25, 83, 5, 81, 31, 42, 90, 7, 79, 48, 1, 35, 25, 7, 3, 89, 13, 10, 43, 57, 97, 14, 47],
  [17, 32, 0, 48, 66, 34, 65, 99, 37, 51, 80, 12, 55, 45, 89, 49, 38, 11, 6, 11, 15, 90, 45, 22, 32, 7, 13, 32, 92, 18, 10, 92, 46, 8, 2, 32, 12, 44, 3, 40],
  [42, 9, 48, 0, 12, 94, 76, 62, 83, 45, 36, 51, 59, 6, 28, 5, 3, 68, 17, 96, 67, 100, 42, 88, 41, 12, 9, 28, 45, 6, 46, 3, 33, 38, 42, 23, 64, 32, 45, 42],
  [59, 10, 66, 12, 0, 32, 99, 64, 19, 23, 91, 6, 28, 46, 46, 40, 65, 55, 77, 4, 80, 22, 18, 67, 49, 11, 36, 54, 2, 68, 9, 43, 81, 7, 22, 28, 44, 53, 95, 19],
  [23, 4, 34, 94, 32, 0, 11, 31, 2, 2, 30, 12, 6, 38, 42, 12, 8, 23, 60, 17, 26, 36, 20, 16, 9, 14, 73, 18, 14, 10, 35, 16, 78, 17, 12, 87, 49, 26, 46, 77],
  [6, 36, 65, 76, 99, 11, 0, 96, 1, 23, 11, 37, 91, 47, 68, 21, 58, 26, 25, 58, 33, 48, 22, 44, 40, 27, 98, 37, 12, 38, 6, 2, 47, 60, 12, 99, 5, 9, 5, 67],
  [88, 19, 99, 62, 64, 31, 96, 0, 48, 20, 66, 63, 3, 46, 79, 34, 41, 86, 39, 12, 37, 25, 33, 14, 22, 45, 44, 37, 17, 41, 9, 44, 96, 18, 42, 35, 35, 6, 8, 77],
  [27, 11, 37, 83, 19, 2, 1, 48, 0, 64, 11, 76, 13, 12, 84, 47, 49, 15, 8, 29, 60, 51, 16, 44, 13, 49, 98, 30, 38, 28, 35, 12, 19, 81, 1, 50, 92, 42, 14, 51],
  [7, 38, 51, 45, 23, 2, 23, 20, 64, 0, 29, 12, 5, 89, 86, 96, 7, 9, 69, 81, 29, 9, 23, 46, 76, 88, 99, 47, 39, 96, 13, 15, 66, 91, 17, 73, 11, 87, 32, 73],
