/*************************************************
 * Istanza Generata Random
 * N (Incroci) = 50
 * K (Modelli) = 30
 *************************************************/

N = 50;
K = 30;

P = [71, 36, 14, 64, 22, 35, 88, 45, 59, 37, 89, 62, 88, 19, 51, 21, 85, 72, 97, 67, 39, 77, 28, 61, 22, 31, 96, 61, 30, 92];
R = [14, 45, 11, 13, 11, 31, 20, 21, 21, 27, 33, 47, 31, 2, 23, 3, 24, 9, 37, 21, 21, 13, 7, 44, 1, 26, 46, 6, 49, 4];
A = [4, 5, 6, 4, 6, 5, 5, 6, 2, 2, 6, 2, 2, 3, 5, 3, 6, 2, 6, 5, 3, 2, 4, 3, 6, 2, 4, 6, 5, 5];
C = [6.59, 6.65, 2.35, 9.35, 4.47, 9.56, 1.99, 4.96, 6.63, 5.72, 8.02, 7.4, 4.98, 5.63, 1.01, 6.24, 5.0, 1.88, 7.38, 5.53, 3.91, 4.45, 1.73, 2.43, 9.09, 8.35, 8.56, 1.43, 3.19, 1.24];

M = [
  [0, 74, 66, 28, 17, 22, 66, 25, 28, 34, 19, 53, 46, 92, 36, 90, 60, 14, 33, 20, 26, 46, 55, 73, 5, 78, 7, 9, 59, 94, 60, 18, 75, 13, 35, 37, 100, 5, 43, 47, 37, 25, 95, 22, 10, 30, 16, 2, 30, 54],
  [74, 0, 74, 32, 6, 23, 29, 67, 16, 52, 46, 48, 67, 30, 2, 3, 31, 52, 38, 69, 85, 48, 63, 99, 37, 53, 7, 66, 11, 17, 11, 25, 39, 40, 13, 8, 48, 56, 36, 44, 86, 24, 13, 1, 5, 11, 33, 49, 12, 47],
  [66, 74, 0, 1, 13, 43, 23, 2, 42, 1, 73, 55, 74, 73, 15, 11, 37, 19, 1, 60, 33, 17, 78, 30, 39, 28, 90, 90, 9, 15, 8, 95, 8, 10, 47, 21, 98, 49, 26, 99, 26, 32, 18, 10, 20, 57, 4, 45, 94, 96],
  [28, 32, 1, 0, 49, 36, 95, 20, 96, 5, 30, 35, 20, 19, 3, 87, 8, 24, 4, 21, 66, 9, 44, 22, 25, 28, 94, 15, 93, 53, 5, 37, 17, 60, 9, 2, 3, 41, 48, 43, 74, 64, 3, 12, 64, 97, 54, 74, 91, 49],
  [17, 6, 13, 49, 0, 46, 1, 5, 20, 79, 98, 39, 82, 43, 39, 28, 7, 3, 12, 6, 44, 26, 32, 89, 30, 30, 1, 66, 92, 42, 1, 34, 56, 21, 46, 30, 46, 48, 23, 22, 35, 44, 94, 20, 15, 25, 92, 82, 3, 26],
  [22, 23, 43, 36, 46, 0, 92, 45, 13, 30, 21, 72, 32, 70, 89, 8, 49, 53, 52, 42, 11, 30, 77, 11, 42, 10, 33, 13, 5, 53, 28, 24, 86, 33, 20, 68, 25, 6, 48, 47, 48, 25, 26, 40, 28, 6, 2, 94, 9, 18],
  [66, 29, 23, 95, 1, 92, 0, 6, 21, 30, 77, 66, 6, 10, 5, 47, 78, 27, 52, 39, 13, 63, 3, 7, 77, 78, 45, 9, 86, 77, 15, 29, 42, 8, 51, 13, 44, 12, 29, 92, 13, 5, 49, 35, 20, 38, 85, 64, 27, 30],
  [25, 67, 2, 20, 5, 45, 6, 0, 19, 67, 6, 28, 5, 1, 34, 86, 33, 7, 9, 39, 4, 32, 35, 29, 30, 32, 27, 2, 20, 3, 5, 15, 25, 57, 27, 36, 40, 16, 42, 21, 6, 27, 68, 44, 90, 1, 9, 83, 22, 57],
  [28, 16, 42, 96, 20, 13, 21, 19, 0, 61, 37, 28, 22, 86, 17, 18, 80, 46, 61, 21, 48, 36, 31, 89, 20, 73, 94, 52, 71, 7, 33, 16, 41, 94, 7, 23, 11, 61, 51, 75, 49, 64, 22, 39, 6, 30, 4, 59, 20, 46],
  [34, 52, 1, 5, 79, 30, 30, 67, 61, 0, 77, 74, 40, 62, 6, 71, 7, 35, 6, 8, 57, 21, 4, 46, 45, 30, 25, 17, 34, 17, 38, 20, 19, 29, 2, 22, 12, 38, 46, 1, 94, 21, 40, 10, 12, 1, 8, 17, 18, 99],
  [19, 46, 73, 30, 98, 21, 77, 6, 37, 77, 0, 28, 8, 2, 83, 1, 41, 58, 50, 47, 21, 27, 86, 17, 3, 54, 17, 24, 27, 17, 19, 37, 2, 96, 20, 26, 33, 63, 81, 34, 35, 26, 20, 60, 30, 4, 25, 48, 87, 58],
  [53, 48, 55, 35, 39, 72, 66, 28, 28, 74, 28, 0, 52, 23, 5, 24, 55, 33, 32, 88, 20, 47, 56, 19, 56, 67, 34, 57, 16, 45, 60, 18, 2, 34, 15, 61, 72, 24, 42, 9, 21, 68, 65, 63, 31, 41, 12, 14, 9, 30],
  [46, 67, 74, 20, 82, 32, 6, 5, 22, 40, 8, 52, 0, 27, 48, 68, 26, 18, 20, 6, 9, 93, 14, 19, 41, 44, 68, 11, 97, 34, 49, 49, 25, 43, 3, 25, 26, 52, 24, 35, 56, 59, 13, 49, 55, 88, 27, 8, 9, 43],
  [92, 30, 73, 19, 43, 70, 10, 1, 86, 62, 2, 23, 27, 0, 2, 17, 29, 61, 38, 46, 74, 38, 5, 1, 29, 12, 37, 3, 81, 13, 48, 28, 86, 79, 6, 12, 48, 12, 11, 5, 69, 63, 32, 29, 13, 72, 64, 3, 39, 31],
  [36, 2, 15, 3, 39, 89, 5, 34, 17, 6, 83, 5, 48, 2, 0, 17, 66, 27, 8, 7, 46, 23, 31, 26, 46, 38, 70, 49, 14, 2, 99, 41, 5, 15, 1, 67, 47, 68, 71, 7, 37, 49, 83, 1, 41, 94, 34, 17, 43, 49],
  [90, 3, 11, 87, 28, 8, 47, 86, 18, 71, 1, 24, 68, 17, 17, 0, 30, 23, 6, 80, 66, 47, 30, 30, 39, 84, 2, 39, 17, 26, 6, 29, 8, 95, 35, 70, 45, 29, 47, 18, 6, 10, 76, 23, 80, 46, 32, 36, 52, 49],
  [60, 31, 37, 8, 7, 49, 78, 33, 80, 7, 41, 55, 26, 29, 66, 30, 0, 16, 76, 42, 1, 76, 16, 24, 9, 23, 37, 27, 12, 10, 27, 85, 95, 44, 58, 42, 97, 14, 38, 89, 58, 27, 9, 48, 68, 10, 9, 82, 61, 95],
  [14, 52, 19, 24, 3, 53, 27, 7, 46, 35, 58, 33, 18, 61, 27, 23, 16, 0, 9, 65, 40, 15, 54, 20, 21, 67, 19, 99, 3, 32, 74, 11, 32, 64, 13, 9, 63, 9, 3, 24, 11, 14, 26, 64, 16, 34, 97, 42, 39, 6],
  [33, 38, 1, 4, 12, 52, 52, 9, 61, 6, 50, 32, 20, 38, 8, 6, 76, 9, 0, 31, 38, 97, 49, 31, 43, 35, 19, 90, 39, 75, 61, 22, 71, 31, 11, 54, 24, 13, 19, 81, 47, 44, 10, 48, 2, 14, 49, 42, 8, 70],
  [20, 69, 60, 21, 6, 42, 39, 39, 21, 8, 47, 88, 6, 46, 7, 80, 42, 65, 31, 0, 18, 48, 80, 10, 79, 42, 49, 17, 39, 21, 37, 47, 23, 17, 43, 2, 34, 100, 61, 27, 33, 5, 68, 44, 19, 10, 47, 71, 10, 44],
  [26, 85, 33, 66, 44, 11, 13, 4, 48, 57, 21, 20, 9, 74, 46, 66, 1, 40, 38, 18, 0, 23, 1, 4, 43, 25, 60, 24, 46, 16, 24, 11, 67, 77, 76, 38, 35, 48, 32, 85, 62, 21, 20, 95, 42, 22, 38, 62, 35, 14],
  [46, 48, 17, 9, 26, 30, 63, 32, 36, 21, 27, 47, 93, 38, 23, 47, 76, 15, 97, 48, 23, 0, 96, 6, 27, 5, 29, 34, 32, 97, 22, 84, 74, 24, 32, 3, 60, 40, 69, 1, 34, 81, 58, 26, 35, 39, 1, 38, 72, 5],
  [55, 63, 78, 44, 32, 77, 3, 35, 31, 4, 86, 56, 14, 5, 31, 30, 16, 54, 49, 80, 1, 96, 0, 6, 94, 4, 87, 83, 6, 12, 12, 27, 77, 44, 56, 25, 67, 53, 9, 2, 49, 87, 45, 12, 53, 30, 34, 29, 26, 9],
  [73, 99, 30, 22, 89, 11, 7, 29, 89, 46, 17, 19, 19, 1, 26, 30, 24, 20, 31, 10, 4, 6, 6, 0, 14, 27, 29, 42, 16, 48, 64, 18, 74, 74, 59, 22, 83, 42, 36, 50, 37, 30, 30, 47, 59, 4, 53, 42, 44, 43],
  [5, 37, 39, 25, 30, 42, 77, 30, 20, 45, 3, 56, 41, 29, 46, 39, 9, 21, 43, 79, 43, 27, 94, 14, 0, 6, 41, 44, 63, 42, 91, 15, 52, 83, 30, 15, 29, 18, 56, 14, 18, 5, 78, 37, 9, 47, 36, 73, 35, 42],
  [78, 53, 28, 28, 30, 10, 78, 32, 73, 30, 54, 67, 44, 12, 38, 84, 23, 67, 35, 42, 25, 5, 4, 27, 6, 0, 49, 70, 20, 41, 53, 48, 100, 7, 17, 31, 73, 90, 32, 25, 42, 50, 27, 48, 10, 60, 28, 73, 30, 54],
  [7, 7, 90, 94, 1, 33, 45, 27, 94, 25, 17, 34, 68, 37, 70, 2, 37, 19, 19, 49, 60, 29, 87, 29, 41, 49, 0, 84, 18, 75, 25, 42, 63, 25, 1, 2, 24, 65, 88, 87, 2, 40, 42, 26, 22, 78, 28, 41, 9, 2],
  [9, 66, 90, 15, 66, 13, 9, 2, 52, 17, 24, 57, 11, 3, 49, 39, 27, 99, 90, 17, 24, 34, 83, 42, 44, 70, 84, 0, 42, 9, 53, 32, 23, 40, 17, 39, 21, 37, 35, 73, 17, 44, 62, 21, 10, 31, 3, 32, 34, 41],
  [59, 11, 9, 93, 92, 5, 86, 20, 71, 34, 27, 16, 97, 81, 14, 17, 12, 3, 39, 39, 46, 32, 6, 16, 63, 20, 18, 42, 0, 20, 21, 39, 36, 17, 23, 10, 76, 9, 83, 18, 26, 4, 56, 27, 27, 10, 80, 89, 46, 34],
  [94, 17, 15, 53, 42, 53, 77, 3, 7, 17, 17, 45, 34, 13, 2, 26, 10, 32, 75, 21, 16, 97, 12, 48, 42, 41, 75, 9, 20, 0, 42, 14, 93, 12, 18, 13, 46, 60, 30, 24, 20, 21, 78, 40, 56, 2, 86, 22, 39, 57],
  [60, 11, 8, 5, 1, 28, 15, 5, 33, 38, 19, 60, 49, 48, 99, 6, 27, 74, 61, 37, 24, 22, 12, 64, 91, 53, 25, 53, 21, 42, 0, 21, 59, 33, 48, 70, 36, 33, 1, 75, 45, 51, 21, 63, 41, 32, 95, 25, 54, 46],
  [18, 25, 95, 37, 34, 24, 29, 15, 16, 20, 37, 18, 49, 28, 41, 29, 85, 11, 22, 47, 11, 84, 27, 18, 15, 48, 42, 32, 39, 14, 21, 0, 75, 22, 79, 44, 31, 75, 51, 20, 53, 11, 38, 59, 61, 16, 19, 55, 87, 29],
  [75, 39, 8, 17, 56, 86, 42, 25, 41, 19, 2, 2, 25, 86, 5, 8, 95, 32, 71, 23, 67, 74, 77, 74, 52, 100, 63, 23, 36, 93, 59, 75, 0, 38, 82, 2, 6, 53, 56, 31, 34, 15, 2, 43, 60, 27, 20, 6, 13, 21],
  [13, 40, 10, 60, 21, 33, 8, 57, 94, 29, 96, 34, 43, 79, 15, 95, 44, 64, 31, 17, 77, 24, 44, 74, 83, 7, 25, 40, 17, 12, 33, 22, 38, 0, 5, 30, 17, 8, 74, 47, 45, 77, 43, 28, 70, 36, 8, 46, 46, 25],
  [35, 13, 47, 9, 46, 20, 51, 27, 7, 2, 20, 15, 3, 6, 1, 35, 58, 13, 11, 43, 76, 32, 56, 59, 30, 17, 1, 17, 23, 18, 48, 79, 82, 5, 0, 22, 39, 100, 83, 15, 71, 31, 54, 35, 34, 10, 2, 29, 56, 37],
  [37, 8, 21, 2, 30, 68, 13, 36, 23, 22, 26, 61, 25, 12, 67, 70, 42, 9, 54, 2, 38, 3, 25, 22, 15, 31, 2, 39, 10, 13, 70, 44, 2, 30, 22, 0, 14, 74, 86, 53, 8, 45, 29, 57, 45, 87, 10, 22, 1, 91],
  [100, 48, 98, 3, 46, 25, 44, 40, 11, 12, 33, 72, 26, 48, 47, 45, 97, 63, 24, 34, 35, 60, 67, 83, 29, 73, 24, 21, 76, 46, 36, 31, 6, 17, 39, 14, 0, 16, 10, 76, 5, 56, 21, 26, 20, 27, 60, 3, 53, 12],
  [5, 56, 49, 41, 48, 6, 12, 16, 61, 38, 63, 24, 52, 12, 68, 29, 14, 9, 13, 100, 48, 40, 53, 42, 18, 90, 65, 37, 9, 60, 33, 75, 53, 8, 100, 74, 16, 0, 21, 19, 44, 60, 100, 36, 5, 14, 39, 78, 5, 31],
  [43, 36, 26, 48, 23, 48, 29, 42, 51, 46, 81, 42, 24, 11, 71, 47, 38, 3, 19, 61, 32, 69, 9, 36, 56, 32, 88, 35, 83, 30, 1, 51, 56, 74, 83, 86, 10, 21, 0, 52, 37, 74, 30, 13, 47, 36, 55, 42, 43, 89],
  [47, 44, 99, 43, 22, 47, 92, 21, 75, 1, 34, 9, 35, 5, 7, 18, 89, 24, 81, 27, 85, 1, 2, 50, 14, 25, 87, 73, 18, 24, 75, 20, 31, 47, 15, 53, 76, 19, 52, 0, 26, 60, 86, 91, 39, 92, 92, 22, 9, 93],
  [37, 86, 26, 74, 35, 48, 13, 6, 49, 94, 35, 21, 56, 69, 37, 6, 58, 11, 47, 33, 62, 34, 49, 37, 18, 42, 2, 17, 26, 20, 45, 53, 34, 45, 71, 8, 5, 44, 37, 26, 0, 19, 63, 94, 27, 97, 54, 100, 14, 33],
  [25, 24, 32, 64, 44, 25, 5, 27, 64, 21, 26, 68, 59, 63, 49, 10, 27, 14, 44, 5, 21, 81, 87, 30, 5, 50, 40, 44, 4, 21, 51, 11, 15, 77, 31, 45, 56, 60, 74, 60, 19, 0, 25, 72, 21, 40, 36, 38, 74, 26],
  [95, 13, 18, 3, 94, 26, 49, 68, 22, 40, 20, 65, 13, 32, 83, 76, 9, 26, 10, 68, 20, 58, 45, 30, 78, 27, 42, 62, 56, 78, 21, 38, 2, 43, 54, 29, 21, 100, 30, 86, 63, 25, 0, 71, 8, 42, 49, 36, 86, 47],
